maintenance_task_id,brand,model,variant,year_from,year_to,market,canonical_task_code,task_name_original,task_name_en,task_name_tr,component_group,action,first_due_km,repeat_every_km,first_due_months,repeat_every_months,due_km_min,due_km_max,condition,is_periodic,is_safety_critical,usage_condition,inferred_pattern,source_id,source_page,source_table,evidence,confidence,notes
MT_MONDIAL_50UAG_03,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,AIR_FILTER,Hava Filtresi - D,Air filter replace,Hava filtresi degisimi,AIR_FILTER,REPLACE,4000,4000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""Hava Filtresi ve Sungeri  T T D D"" (D at 4000 and 6000 km columns)",MEDIUM,
MT_MONDIAL_50UAG_04,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,SPARK_PLUG,"Buji - K,T,D",Spark plug clean & gap,Buji temizlik/ayar,SPARK_PLUG,CLEAN,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""Buji  K  K,T,D  K,T,D  K,T,D"" (check/clean/replace-if-needed from 2000 km)",HIGH,Table gives no separate spark-plug replace-only interval (D = replace if worn). Gap 0.6-0.7 mm.
MT_MONDIAL_50UAG_05,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,VALVE_CLEARANCE,"Supap araligi, sente ve motor - K",Valve clearance inspection,Supap boslugu kontrolu,VALVE_CLEARANCE,INSPECT,4000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""Supap araligi, sente ve motor  --  --  K  K"" (checked from the 4000 km column)",MEDIUM,
MT_MONDIAL_50UAG_06,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,BRAKE_FLUID,Hidrolik Fren Sivisi ve Baglantilari,Brake fluid inspection / change,Fren hidroligi kontrol/degisim,BRAKE_FLUID,INSPECT,2000,2000,UNKNOWN,36,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""Hidrolik Fren Sivisi ve Baglantilari  Her 2.000 km bakim, max 3 yilda bir degisim""",HIGH,Inspect every 2000 km; replace at most every 3 years.
MT_MONDIAL_50UAG_07,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,BRAKE_PADS,"On / Arka Fren Balatalari - K,D",Brake pad inspection,Fren balata kontrolu,BRAKE_PADS,INSPECT,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Replace (D) when worn.,1,1,NORMAL,false,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""On / Arka Fren Balatalari  --  K  K,D  K,D""",HIGH,
MT_MONDIAL_50UAG_08,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,FRONT_BRAKE,"On / Arka Fren Sistemi - A,K",Brake system inspection/adjust,Fren sistemi kontrol/ayar,BRAKE_SYSTEM,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""On / Arka Fren Sistemi  A  K,A  K  K,A""",HIGH,
MT_MONDIAL_50UAG_09,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,FUEL_SYSTEM,"Yakit Baglanti ve Elemanlari - K,D",Fuel line & components inspection,Yakit baglanti ve elemanlari kontrolu,FUEL_LINE,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""Yakit Baglanti ve Elemanlari  K  K  K  K,D"" (D marked at 6000 km column)",HIGH,
MT_MONDIAL_50UAG_10,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,THROTTLE,"Gaz Teli, Gaz Kumanda Elcigi - K,A",Throttle cable check & adjust,Gaz kablosu kontrol ve ayar,THROTTLE,ADJUST,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""Gaz Teli, Gaz Kumanda Elcigi  K  K,A  K,A  K,A"" (free play 2-6 mm)",HIGH,
MT_MONDIAL_50UAG_11,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,SUSPENSION,"On Masa / Arka Amortisor - K,D",Front fork & rear shock inspection,On/arka amortisor kontrolu,SUSPENSION,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""On Masa, On Duzen Baglantilari ve Yag Kontrolleri  K  K  K,D  K,D"" / ""Arka Amortisor, Baglantilari ve Yaglama  --  K  K  D""",HIGH,
MT_MONDIAL_50UAG_12,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,FASTENERS,Motosiklet Uzerindeki Tum Civata ve Somunlar - A,All bolts & nuts check,Tum civata ve somun kontrolu,FASTENERS,TIGHTEN,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""Motosiklet Uzerindeki Tum Civata ve Somunlar  A A A A"" / ""Egzoz, Borusu, Civata ve Somunlari  A A A A""",HIGH,
MT_MONDIAL_50UAG_13,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,TYRES,Lastikler - K,Tyre inspection,Lastik kontrolu,TYRES,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""Lastikler  K K K K""",HIGH,
MT_MONDIAL_50UAG_14,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,BATTERY,Aku & Elektrik Tesisati - K,Battery & electrical inspection,Aku ve elektrik tesisati kontrolu,BATTERY,INSPECT,1000,2000,UNKNOWN,6,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""*Aku & Elektrik Tesisati  K K K K"" ; ""*En gec 6 ayda bir AKU sarj durumunu kontrol edin.""",HIGH,
MT_MONDIAL_50UAG_15,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,LIGHTS,"Lambalar / Gidon, Kumanda, Gosterge ve Aydinlatma - K",Lights & controls check,Aydinlatma ve kumanda kontrolu,LIGHTS,INSPECT,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""Lambalar  K K K K"" / ""Gidon, Kumanda, Gosterge ve Aydinlatma  --  K,A  K  K,A""",HIGH,
MT_MONDIAL_50UAG_16,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,GENERAL_INSPECTION,Servisleme / Periyodik bakim,General periodic service,Genel periyodik servis,GENERAL_INSPECTION,SERVICE,1000,2000,1,6,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"Full Periyodik Bakim Tablosu; services at 500-1000, 2000, 4000, 6000, 8000, 10000 ... km (every 2000 km / 6 months).",HIGH,
MT_MONDIAL_50UAG_17,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,DRIVE_CHAIN,"Tahrik Zinciri - Her 500 km Kontrol, Bakim, Yaglama",Drive chain inspect/service/lube,Zincir kontrol/bakim/yaglama,DRIVE_CHAIN,LUBRICATE,500,500,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""** Tahrik Zinciri  Her 500 km Kontrol, Bakim, Yaglama""",HIGH,
MT_MONDIAL_50UAG_18,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,CLUTCH,"Debriyaj Sistemi - K,B / Kavrama",Clutch system service,Debriyaj sistemi bakimi,CLUTCH,SERVICE,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""** Debriyaj Sistemi  K,B  K,B  K,B  K,B"" / ""Kavrama  --  K K K""",HIGH,
MT_MONDIAL_50UAG_19,Mondial,50 UAG,50 UAG ec,UNKNOWN,UNKNOWN,TR,GENERAL_INSPECTION,Eksantrik Zinciri - K,Cam chain inspection,Eksantrik zinciri kontrolu,CAM_CHAIN,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_50UAG_OM,24,Periyodik Bakim Tablosu,"""Eksantrik Zinciri  K K K K""",HIGH,
MT_MONDIAL_SFC_01,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,ENGINE_OIL,Motor ve Sanzman Yagi - D,Engine oil change,Motor yagi degisimi,ENGINE_OIL,REPLACE,1000,2000,UNKNOWN,6,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""Motor ve Sanzman Yagi  D D D D"" (every column: 500-1000/2000/4000/6000 km)",HIGH,Table row combines engine + transmission oil.
MT_MONDIAL_SFC_02,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,AIR_FILTER,Hava Filtresi ve Sungeri - T,Air filter clean,Hava filtresi temizligi,AIR_FILTER,CLEAN,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Clean more often in wet/dusty use.,1,0,NORMAL,false,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""Hava Filtresi ve Sungeri  T T D D""",HIGH,
MT_MONDIAL_SFC_03,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,AIR_FILTER,Hava Filtresi - D,Air filter replace,Hava filtresi degisimi,AIR_FILTER,REPLACE,4000,4000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""Hava Filtresi ve Sungeri  T T D D"" (D at 4000 and 6000 km columns)",MEDIUM,
MT_MONDIAL_SFC_04,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,SPARK_PLUG,"Buji - K,T,D",Spark plug clean & gap,Buji temizlik/ayar,SPARK_PLUG,CLEAN,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""Buji  K  K,T,D  K,T,D  K,T,D"" (check/clean/replace-if-needed from 2000 km)",HIGH,Table gives no separate spark-plug replace-only interval (D = replace if worn). Gap 0.6-0.7 mm.
MT_MONDIAL_SFC_05,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,VALVE_CLEARANCE,"Supap araligi, sente ve motor - K",Valve clearance inspection,Supap boslugu kontrolu,VALVE_CLEARANCE,INSPECT,4000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""Supap araligi, sente ve motor  --  --  K  K"" (checked from the 4000 km column)",MEDIUM,
MT_MONDIAL_SFC_06,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,BRAKE_FLUID,Hidrolik Fren Sivisi ve Baglantilari,Brake fluid inspection / change,Fren hidroligi kontrol/degisim,BRAKE_FLUID,INSPECT,2000,2000,UNKNOWN,36,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""Hidrolik Fren Sivisi ve Baglantilari  Her 2.000 km bakim, max 3 yilda bir degisim""",HIGH,Inspect every 2000 km; replace at most every 3 years.
MT_MONDIAL_SFC_07,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,BRAKE_PADS,"On / Arka Fren Balatalari - K,D",Brake pad inspection,Fren balata kontrolu,BRAKE_PADS,INSPECT,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Replace (D) when worn.,1,1,NORMAL,false,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""On / Arka Fren Balatalari  --  K  K,D  K,D""",HIGH,
MT_MONDIAL_SFC_08,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,FRONT_BRAKE,"On / Arka Fren Sistemi - A,K",Brake system inspection/adjust,Fren sistemi kontrol/ayar,BRAKE_SYSTEM,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""On / Arka Fren Sistemi  A  K,A  K  K,A""",HIGH,
MT_MONDIAL_SFC_09,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,FUEL_SYSTEM,"Yakit Baglanti ve Elemanlari - K,D",Fuel line & components inspection,Yakit baglanti ve elemanlari kontrolu,FUEL_LINE,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""Yakit Baglanti ve Elemanlari  K  K  K  K,D"" (D marked at 6000 km column)",HIGH,
MT_MONDIAL_SFC_10,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,THROTTLE,"Gaz Teli, Gaz Kumanda Elcigi - K,A",Throttle cable check & adjust,Gaz kablosu kontrol ve ayar,THROTTLE,ADJUST,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""Gaz Teli, Gaz Kumanda Elcigi  K  K,A  K,A  K,A"" (free play 2-6 mm)",HIGH,
MT_MONDIAL_SFC_11,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,SUSPENSION,"On Masa / Arka Amortisor - K,D",Front fork & rear shock inspection,On/arka amortisor kontrolu,SUSPENSION,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""On Masa, On Duzen Baglantilari ve Yag Kontrolleri  K  K  K,D  K,D"" / ""Arka Amortisor, Baglantilari ve Yaglama  --  K  K  D""",HIGH,
MT_MONDIAL_SFC_12,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,FASTENERS,Motosiklet Uzerindeki Tum Civata ve Somunlar - A,All bolts & nuts check,Tum civata ve somun kontrolu,FASTENERS,TIGHTEN,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""Motosiklet Uzerindeki Tum Civata ve Somunlar  A A A A"" / ""Egzoz, Borusu, Civata ve Somunlari  A A A A""",HIGH,
MT_MONDIAL_SFC_13,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,TYRES,Lastikler - K,Tyre inspection,Lastik kontrolu,TYRES,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""Lastikler  K K K K""",HIGH,
MT_MONDIAL_SFC_14,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,BATTERY,Aku & Elektrik Tesisati - K,Battery & electrical inspection,Aku ve elektrik tesisati kontrolu,BATTERY,INSPECT,1000,2000,UNKNOWN,6,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""*Aku & Elektrik Tesisati  K K K K"" ; ""*En gec 6 ayda bir AKU sarj durumunu kontrol edin.""",HIGH,
MT_MONDIAL_SFC_15,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,LIGHTS,"Lambalar / Gidon, Kumanda, Gosterge ve Aydinlatma - K",Lights & controls check,Aydinlatma ve kumanda kontrolu,LIGHTS,INSPECT,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""Lambalar  K K K K"" / ""Gidon, Kumanda, Gosterge ve Aydinlatma  --  K,A  K  K,A""",HIGH,
MT_MONDIAL_SFC_16,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,GENERAL_INSPECTION,Servisleme / Periyodik bakim,General periodic service,Genel periyodik servis,GENERAL_INSPECTION,SERVICE,1000,2000,1,6,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"Full Periyodik Bakim Tablosu; services at 500-1000, 2000, 4000, 6000, 8000, 10000 ... km (every 2000 km / 6 months).",HIGH,
MT_MONDIAL_SFC_17,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,DRIVE_CHAIN,"Tahrik Zinciri - Her 500 km Kontrol, Bakim, Yaglama",Drive chain inspect/service/lube,Zincir kontrol/bakim/yaglama,DRIVE_CHAIN,LUBRICATE,500,500,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""** Tahrik Zinciri  Her 500 km Kontrol, Bakim, Yaglama""",HIGH,
MT_MONDIAL_SFC_18,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,CLUTCH,"Debriyaj Sistemi - K,B / Kavrama",Clutch system service,Debriyaj sistemi bakimi,CLUTCH,SERVICE,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""** Debriyaj Sistemi  K,B  K,B  K,B  K,B"" / ""Kavrama  --  K K K""",HIGH,
MT_MONDIAL_SFC_19,Mondial,SFC MINI 50ec,SFC Serisi (50 SFC ec),UNKNOWN,UNKNOWN,TR,GENERAL_INSPECTION,Eksantrik Zinciri - K,Cam chain inspection,Eksantrik zinciri kontrolu,CAM_CHAIN,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_SFC_OM,24,Periyodik Bakim Tablosu,"""Eksantrik Zinciri  K K K K""",HIGH,
MT_MONDIAL_WING50I_01,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,ENGINE_OIL,Motor ve Sanzman Yagi - D,Engine oil change,Motor yagi degisimi,ENGINE_OIL,REPLACE,1000,1000,UNKNOWN,,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""Motor ve Sanzman Yagi  Her 1.000 Km de degistir""",HIGH,"Table row combines engine + transmission oil. Scooter table states 'change every 1,000 km'."
MT_MONDIAL_WING50I_02,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,AIR_FILTER,"Hava, Yag ve Yakit Filtreleri - T,B,D",Air filter clean,Hava filtresi temizligi,AIR_FILTER,CLEAN,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Clean more often in wet/dusty use.,1,0,NORMAL,false,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""Hava, Yag ve Yakit Filtreleri  T,B,D  T,B  T,B  D""",HIGH,
MT_MONDIAL_WING50I_03,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,AIR_FILTER,Hava Filtresi - D,Air filter replace,Hava filtresi degisimi,AIR_FILTER,REPLACE,4000,4000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""Hava, Yag ve Yakit Filtreleri ... D"" marked at 500-1000 and 6000 km columns",MEDIUM,
MT_MONDIAL_WING50I_04,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,SPARK_PLUG,"Buji - K,T,D",Spark plug clean & gap,Buji temizlik/ayar,SPARK_PLUG,CLEAN,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""Buji  K  K,T,D  K,T,D  K,T,D"" (check/clean/replace-if-needed from 2000 km)",HIGH,Table gives no separate spark-plug replace-only interval (D = replace if worn). Gap 0.6-0.7 mm.
MT_MONDIAL_WING50I_05,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,VALVE_CLEARANCE,"Supap araligi, sente ve motor - K",Valve clearance inspection,Supap boslugu kontrolu,VALVE_CLEARANCE,INSPECT,4000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""Supap araligi, sente ve motor  --  --  K  K"" (checked from the 4000 km column)",MEDIUM,
MT_MONDIAL_WING50I_06,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,BRAKE_FLUID,Hidrolik Fren Sivisi ve Baglantilari,Brake fluid inspection / change,Fren hidroligi kontrol/degisim,BRAKE_FLUID,INSPECT,2000,2000,UNKNOWN,36,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""Hidrolik Fren Sivisi ve Baglantilari  Her 2.000 km bakim, max 3 yilda bir degisim""",HIGH,Inspect every 2000 km; replace at most every 3 years.
MT_MONDIAL_WING50I_07,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,BRAKE_PADS,"On / Arka Fren Balatalari - K,D",Brake pad inspection,Fren balata kontrolu,BRAKE_PADS,INSPECT,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Replace (D) when worn.,1,1,NORMAL,false,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""On / Arka Fren Balatalari  --  K  K,D  K,D""",HIGH,
MT_MONDIAL_WING50I_08,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,FRONT_BRAKE,"On / Arka Fren Sistemi - A,K",Brake system inspection/adjust,Fren sistemi kontrol/ayar,BRAKE_SYSTEM,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""On / Arka Fren Sistemi  A  K,A  K  K,A""",HIGH,
MT_MONDIAL_WING50I_09,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,FUEL_SYSTEM,"Yakit Baglanti ve Elemanlari - K,D",Fuel line & components inspection,Yakit baglanti ve elemanlari kontrolu,FUEL_LINE,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""Yakit Baglanti ve Elemanlari  K  K  K  K,D"" (D marked at 6000 km column)",HIGH,
MT_MONDIAL_WING50I_10,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,THROTTLE,"Gaz Teli, Gaz Kumanda Elcigi - K,A",Throttle cable check & adjust,Gaz kablosu kontrol ve ayar,THROTTLE,ADJUST,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""Gaz Teli, Gaz Kumanda Elcigi  K  K,A  K,A  K,A"" (free play 2-6 mm)",HIGH,
MT_MONDIAL_WING50I_11,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,SUSPENSION,"On Masa / Arka Amortisor - K,D",Front fork & rear shock inspection,On/arka amortisor kontrolu,SUSPENSION,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""On Masa, On Duzen Baglantilari ve Yag Kontrolleri  K  K  K,D  K,D"" / ""Arka Amortisor, Baglantilari ve Yaglama  --  K  K  D""",HIGH,
MT_MONDIAL_WING50I_12,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,FASTENERS,Motosiklet Uzerindeki Tum Civata ve Somunlar - A,All bolts & nuts check,Tum civata ve somun kontrolu,FASTENERS,TIGHTEN,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""Motosiklet Uzerindeki Tum Civata ve Somunlar  A A A A"" / ""Egzoz, Borusu, Civata ve Somunlari  A A A A""",HIGH,
MT_MONDIAL_WING50I_13,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,TYRES,Lastikler - K,Tyre inspection,Lastik kontrolu,TYRES,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""Lastikler  K K K K""",HIGH,
MT_MONDIAL_WING50I_14,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,BATTERY,Aku & Elektrik Tesisati - K,Battery & electrical inspection,Aku ve elektrik tesisati kontrolu,BATTERY,INSPECT,1000,2000,UNKNOWN,6,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""*Aku & Elektrik Tesisati  K K K K"" ; ""*En gec 6 ayda bir AKU sarj durumunu kontrol edin.""",HIGH,
