motorcycle_id,customer_id,workshop_id,model_id,brand,model_name,category,powertrain_type,production_year,production_year_basis,first_registration_date,ownership_start_date,initial_mileage_km,initial_mileage_basis,observation_start_date,observation_end_date,vin_synthetic,plate_synthetic,is_active,data_origin,generator_version,random_seed,model_assignment_basis,notes,brand_risk_residual,model_risk_residual,chronic_risk_tier,warranty_months,warranty_km_limit
MC000056,C000040,WS0006,BAJAJ_NS200,Bajaj,Pulsar NS200 UG2,NAKED,ICE,2018,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2018-08-15,2020-01-23,25910,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-05-23,,RBSYN090AD39D9F16,SYN-42-000056,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.99955,0.9711,NORMAL,24,40000
MC000057,C000041,WS0004,TVS_RAIDER125,TVS,Raider 125,NAKED,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-02-01,2022-05-30,3500,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-08-19,,RBSYNE28330386402,SYN-16-000057,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.01811,NORMAL,36,30000
MC000058,C000042,WS0001,MONDIAL_WING50I,Mondial,Wing 50i,SCOOTER,ICE,2016,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2016-02-25,2017-08-22,49230,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-02-07,,RBSYN3ED03BAABC1C,SYN-34-000058,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,0.94044,NORMAL,24,50000
MC000059,C000043,WS0009,MONDIAL_SFC_MINI_50EC,Mondial,SFC MINI 50ec,CUB,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-12-07,2022-04-10,20580,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-01-09,,RBSYN9EFFC493BB3F,SYN-55-000059,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.03632,NORMAL,36,30000
MC000060,C000044,WS0001,KUBA_BLUEBERRY50,Kuba,Blueberry 50,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-05-18,2023-03-09,5080,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-05-23,,RBSYN37E8D37AD6B2,SYN-34-000060,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98564,1.04181,NORMAL,24,40000
MC000061,C000045,WS0005,YAMAHA_XMAX250,Yamaha,XMAX 250,BIG_SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-06-04,2024-01-22,10240,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-08-29,,RBSYN4EE264867A00,SYN-07-000061,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.97849,NORMAL,36,40000
MC000062,C000045,WS0005,MONDIAL_SFC_MINI_50EC,Mondial,SFC MINI 50ec,CUB,ICE,2024,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2024-08-26,2024-08-29,920,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-09-19,,RBSYN22C37F3A7C86,SYN-07-000062,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.03632,NORMAL,36,30000
MC000063,C000046,WS0004,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2024,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2024-03-03,2024-06-01,64,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-06-25,,RBSYN3C84354B5D6D,SYN-16-000063,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,NORMAL,24,30000
MC000064,C000046,WS0004,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2024,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2024-05-28,2024-08-30,1496,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-09-21,,RBSYN13D09F03E119,SYN-16-000064,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC000065,C000047,WS0005,BAJAJ_NS200,Bajaj,Pulsar NS200 UG2,NAKED,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-03-31,2021-06-05,2140,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-08-15,,RBSYN234CA7800A0B,SYN-07-000065,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.99955,0.9711,NORMAL,24,40000
MC000066,C000047,WS0005,YAMAHA_XMAX250,Yamaha,XMAX 250,BIG_SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-02-14,2021-05-12,8400,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-10-14,,RBSYN9A4266614657,SYN-07-000066,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.97849,NORMAL,36,40000
MC000067,C000048,WS0010,YAMAHA_NMAX125,Yamaha,NMAX 125,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-04-02,2019-10-17,105100,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-12-17,,RBSYN36CA811B4778,SYN-26-000067,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.98342,LOW,30,30000
MC000068,C000049,WS0009,MONDIAL_SFC_MINI_50EC,Mondial,SFC MINI 50ec,CUB,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-01-21,2022-05-06,1520,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-05-06,,RBSYNAC45F0D6F00F,SYN-55-000068,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.03632,NORMAL,36,30000
MC000069,C000049,WS0009,CFMOTO_650NK,CFMOTO,650NK,NAKED,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-07-06,2021-07-09,45110,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-06-16,,RBSYN8AC0CBE5EFF2,SYN-55-000069,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98988,0.95014,NORMAL,30,50000
MC000070,C000049,WS0009,HONDA_ADV350,Honda,ADV350,BIG_SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-04-16,2022-04-30,438,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-05-15,,RBSYN5E1D818BCCEC,SYN-55-000070,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.03946,NORMAL,30,50000
MC000071,C000050,WS0004,RKS_NEW_LIGHT_PRO,RKS,New Light Pro,CUB,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-07-05,2025-08-09,27770,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-08-29,,RBSYN553E892F8C75,SYN-16-000071,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.99105,0.96609,NORMAL,36,40000
MC000072,C000050,WS0004,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2024,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2024-03-07,2024-12-28,20180,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-10-26,,RBSYN6943BF4A6671,SYN-16-000072,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC000073,C000051,WS0009,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-09-14,2021-03-14,46330,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-05-30,,RBSYN3BC185CC0DE5,SYN-55-000073,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC000074,C000051,WS0009,HONDA_DIO110,Honda,Dio 110,SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-06-10,2023-06-12,342,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-07-10,,RBSYN1D1A7B58A58F,SYN-55-000074,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.05796,NORMAL,30,40000
MC000075,C000052,WS0010,YAMAHA_XSR125,Yamaha,XSR125,NAKED,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-02-12,2022-11-08,53160,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-04-08,2026-06-01,RBSYNA7949F98B432,SYN-26-000075,0,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,1.01119,NORMAL,30,50000
MC000076,C000053,WS0004,YAMAHA_XMAX250,Yamaha,XMAX 250,BIG_SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-06-10,2022-03-19,7160,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-07-13,,RBSYN9B4D6DCA1FA2,SYN-16-000076,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.97849,LOW,36,40000
MC000077,C000054,WS0002,BAJAJ_DOMINAR250,Bajaj,Dominar D250,TOURING,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-02-20,2023-10-21,14120,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-06-18,,RBSYNB0B51EB95FC8,SYN-06-000077,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.99955,0.97682,LOW,24,30000
MC000078,C000055,WS0008,HONDA_ADV350,Honda,ADV350,BIG_SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-05-22,2021-06-29,1880,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-10-19,,RBSYN3635876556E8,SYN-27-000078,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.03946,NORMAL,30,50000
MC000079,C000056,WS0005,HONDA_DIO110,Honda,Dio 110,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-03-04,2020-07-05,57200,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-11-03,2022-03-09,RBSYN13098776A58E,SYN-07-000079,0,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.05796,NORMAL,30,40000
MC000080,C000056,WS0005,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-02-25,2021-06-13,6700,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-10-28,2022-03-09,RBSYN1B3509532DC9,SYN-07-000080,0,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,NORMAL,24,30000
MC000081,C000057,WS0003,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2025,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2025-02-20,2025-04-01,6690,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-09-28,,RBSYN088E6F0538E5,SYN-35-000081,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC000082,C000057,WS0003,HONDA_SH125I,Honda,SH125i,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-09-11,2020-10-31,23750,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-12-09,,RBSYN35531B6D0EB3,SYN-35-000082,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,0.96394,NORMAL,30,50000
MC000083,C000058,WS0003,TVS_RAIDER125,TVS,Raider 125,NAKED,ICE,2026,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2026-02-10,2026-03-02,410,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2026-03-02,,RBSYNE925D3028E1D,SYN-35-000083,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.01811,LOW,36,30000
MC000084,C000058,WS0003,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-10-31,2024-07-28,49380,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2026-04-28,,RBSYN51E73775B0C4,SYN-35-000084,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC000085,C000059,WS0001,MONDIAL_WING50I,Mondial,Wing 50i,SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-04-16,2023-10-24,8900,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-01-19,,RBSYNDF8E118B5CCF,SYN-34-000085,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,0.94044,NORMAL,24,50000
MC000086,C000059,WS0001,MONDIAL_SFC_MINI_50EC,Mondial,SFC MINI 50ec,CUB,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-09-30,2022-06-04,11960,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-03-20,,RBSYN46EEC23DFF0B,SYN-34-000086,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.03632,NORMAL,36,30000
MC000087,C000060,WS0004,SYM_JETX125,SYM,Jet X 125 TCS ABS,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-06-28,2020-08-22,20690,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-02-07,,RBSYNB65B34E17F44,SYN-16-000087,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00788,1.0578,LOW,30,30000
MC000088,C000061,WS0002,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-01-06,2023-01-24,4950,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-08-02,,RBSYN72226C791D0F,SYN-06-000088,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC000089,C000062,WS0003,MONDIAL_TURISMO50I,Mondial,Turismo 50i,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-10-06,2022-11-10,24390,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-10-06,,RBSYN191544E093A5,SYN-35-000089,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.03336,NORMAL,30,30000
MC000090,C000063,WS0004,MONDIAL_WING50I,Mondial,Wing 50i,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-01-16,2022-05-22,2520,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-07-05,,RBSYN8D3CD270D47E,SYN-16-000090,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,0.94044,NORMAL,24,50000
MC000091,C000064,WS0003,ROYALENFIELD_HUNTER350,Royal Enfield,Hunter 350,ROADSTER,ICE,2016,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2016-08-18,2021-11-04,63660,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-03-03,,RBSYNB93710BC91CE,SYN-35-000091,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.99647,0.99298,NORMAL,24,30000
MC000092,C000064,WS0003,KUBA_BLUEBERRY50,Kuba,Blueberry 50,SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-01-01,2023-01-08,1042,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-02-19,,RBSYNFA73EA20005A,SYN-35-000092,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98564,1.04181,NORMAL,24,40000
MC000093,C000064,WS0003,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-01-03,2022-01-24,82150,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-03-20,,RBSYN709CD592B7F4,SYN-35-000093,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC000094,C000064,WS0003,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-04-04,2023-04-14,460,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-04-14,,RBSYN987FD19111D3,SYN-35-000094,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,LOW,36,40000
MC000095,C000065,WS0002,HONDA_PCX125,Honda,PCX125,SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-03-02,2024-03-20,3860,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-06-11,,RBSYNFFCF281E741B,SYN-06-000095,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.02866,LOW,24,30000
MC000096,C000065,WS0002,TVS_APACHE_RTR200_4V,TVS,Apache RTR 200 4V FI,NAKED,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-12-04,2024-02-02,17020,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-08-23,,RBSYNDE354726D1EE,SYN-06-000096,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,0.97452,NORMAL,36,40000
MC000097,C000066,WS0001,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-08-14,2020-01-13,21690,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-03-12,,RBSYN6802FE6EAEC8,SYN-34-000097,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC000098,C000066,WS0001,MONDIAL_SFC_MINI_50EC,Mondial,SFC MINI 50ec,CUB,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-08-18,2020-07-02,40820,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2022-05-24,,RBSYN1785D4463FDC,SYN-34-000098,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.03632,LOW,36,30000
MC000099,C000067,WS0009,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-10-06,2025-04-29,14610,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-08-23,,RBSYN371FDF19495A,SYN-55-000099,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,ELEVATED,36,30000
MC000100,C000068,WS0004,HONDA_DIO110,Honda,Dio 110,SCOOTER,ICE,2020,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2020-01-04,2020-10-24,9700,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-05-31,,RBSYN739CBC4EE619,SYN-16-000100,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.05796,NORMAL,30,40000
MC000101,C000069,WS0001,HONDA_DIO110,Honda,Dio 110,SCOOTER,ICE,2024,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2024-08-01,2024-08-19,10780,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2026-05-14,,RBSYNB3946BE0D778,SYN-34-000101,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.05796,NORMAL,30,40000
MC000102,C000070,WS0008,HONDA_ACTIVA125,Honda,Activa 125,SCOOTER,ICE,2022,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2022-09-23,2023-02-02,7080,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2023-07-27,,RBSYN0C82CEEB921B,SYN-27-000102,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,1.0482,NORMAL,36,30000
MC000103,C000071,WS0005,HONDA_SH125I,Honda,SH125i,SCOOTER,ICE,2025,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2025-03-12,2025-03-17,1075,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-04-19,,RBSYNAB13977E745F,SYN-07-000103,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00217,0.96394,NORMAL,30,50000
MC000104,C000071,WS0005,YAMAHA_XMAX250,Yamaha,XMAX 250,BIG_SCOOTER,ICE,2023,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2023-05-10,2023-11-08,65860,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-06-13,,RBSYNDED935F719A0,SYN-07-000104,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00172,0.97849,NORMAL,36,40000
MC000105,C000072,WS0007,MONDIAL_WING50I,Mondial,Wing 50i,SCOOTER,ICE,2019,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2019-02-20,2020-05-22,29370,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-07-12,,RBSYNF120D654F6DE,SYN-01-000105,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,0.94044,LOW,24,50000
MC000106,C000072,WS0007,MONDIAL_50_UAG,Mondial,50 UAG,CUB,ICE,2021,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2021-03-20,2021-05-15,4060,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2021-07-19,,RBSYN259A956001BE,SYN-01-000106,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.05773,NORMAL,24,40000
MC000107,C000073,WS0008,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2024,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2024-08-20,2025-02-05,11590,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2025-06-26,,RBSYN4DEE9F0A2565,SYN-27-000107,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC000108,C000074,WS0001,MONDIAL_SFC_MINI_50EC,Mondial,SFC MINI 50ec,CUB,ICE,2025,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2025-06-08,2025-11-15,17780,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2026-05-02,,RBSYN0BF7D785247A,SYN-34-000108,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00797,1.03632,NORMAL,36,30000
MC000109,C000074,WS0001,TVS_JUPITER125,TVS,Jupiter 125,SCOOTER,ICE,2026,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2026-04-15,2026-05-15,297,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2026-05-19,,RBSYN4F545923B3B2,SYN-34-000109,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,1.00152,1.00334,NORMAL,36,40000
MC000110,C000075,WS0001,KUBA_BLUEBERRY50,Kuba,Blueberry 50,SCOOTER,ICE,2015,V1_1_SIMULATION_MODEL_RANGE_VALIDATED,2015-01-22,2023-12-16,33840,AGE_CUSTOMER_TYPE_CATEGORY_PRIOR,2024-02-22,,RBSYNDDD154AAA639,SYN-34-000110,1,SYNTHETIC,1.3.0,42,MARKET_WEIGHT_X_CUSTOMER_TYPE_X_WORKSHOP_SPECIALIZATION,,0.98564,1.04181,NORMAL,24,40000
